name	F type	FIA type	FIB type	IncF RST
CP020902	K14	A-	B-	K14:A-:B-
CP020903	K5	A-	B-	K5:A-:B-
CP020904	K1	A-	B-	K1:A-:B-
CP020923	S1!/S1!	A-	B17	S1!/S1!:A-:B17
CP020934	C4	A-	B1	C4:A-:B1
CP021087	C4	A-	B1	C4:A-:B1
CP021103	F2	A-	B-	F2:A-:B-
CP021180	F1	A2	B20	F1:A2:B20
CP021195	K21?*	A-	B-	K21?*:A-:B-
CP021198	C4	A-	B8	C4:A-:B8
CP021203	F2	A-	B-	F2:A-:B-
CP021204	F22	A1	B1	F22:A1:B1
CP021210	F2	A-	B-	F2:A-:B-
CP021211	F13	A-	B23	F13:A-:B23
CP021212	F79	A-	B-	F79:A-:B-
CP021289	F51	A-	B10	F51:A-:B10
CP021337	F5	A-	B-	F5:A-:B-
CP021341	F5	A-	B-	F5:A-:B-
CP021464	S1	A-	B17	S1:A-:B17
CP021536	F36	A1	B1	F36:A1:B1
CP021538	Y9	A-	B-	Y9:A-:B-
CP021541	K7	A-	B-	K7:A-:B-
CP021544	K1	A-	B-	K1:A-:B-
CP021545	Y6	A-	B-	Y6:A-:B-
CP021684	F2	A-	B-	F2:A-:B-
CP021686	K19	A-	B-	K19:A-:B-
CP021690	F1	A2	B20	F1:A2:B20
CP021710	K5	A-	B-	K5:A-:B-
CP021711	F2	A-	B-	F2:A-:B-
CP021713	K1	A-	B-	K1:A-:B-
CP021728	F24	A-	B1	F24:A-:B1
CP021733	F36!/F31!	A4	B1	F36!/F31!:A4:B1
CP021737	F36	A4	B-	F36:A4:B-
CP021752	K1	A-	B-	K1:A-:B-
CP021753	Y6	A-	B-	Y6:A-:B-
CP021834	K1	A-	B-	K1:A-:B-
CP021843	F34	A-	B-	F34:A-:B-
CP021847	F34	A-	B-	F34:A-:B-
CP021857	Y6	A-	B-	Y6:A-:B-
CP021871	F1	A2	B20	F1:A2:B20
CP021880	F36!/F31!	A4	B1	F36!/F31!:A4:B1
CP021881	K14	A-	B-	K14:A-:B-
CP021937	F2	A1	B-	F2:A1:B-
CP021938	F35	A-	B-	F35:A-:B-
CP021946	K10	A-	B-	K10:A-:B-
CP021951	K19	A-	B-	K19:A-:B-
CP021959	K7	A-	B-	K7:A-:B-
CP022004	S1	A-	B22	S1:A-:B22
CP022052	F23	A-	B3	F23:A-:B3
CP022071	S1	A-	B17	S1:A-:B17
CP022087	F48	A-	B25	F48:A-:B25
CP022125	K19	A-	B-	K19:A-:B-
CP022137	S3	A-	B-	S3:A-:B-
CP022145	K1	A-	B-	K1:A-:B-
CP022155	F100	A-	B-	F100:A-:B-
CP022156	S5?*	A-	B-	S5?*:A-:B-
CP022166	C4	A5	B1	C4:A5:B1
CP022227	F36!/F31!	A4	B58?	F36!/F31!:A4:B58?
CP022280	F2	A-	B2?*	F2:A-:B2?*
CP022350	Y4	A-	B36	Y4:A-:B36
CP022442	K2	A-	B-	K2:A-:B-
CP022460	F2	A-	B-	F2:A-:B-
CP022574	K2	A-	B-	K2:A-:B-
CP022610	F67	A6	B38?*	F67:A6:B38?*
CP022688	F23	A-	B3	F23:A-:B3
CP022692	K2	A-	B-	K2:A-:B-
CP022693	K2	A-	B-	K2:A-:B-
CP022697	Y3	A-	B70	Y3:A-:B70
CP022698	K2	A-	B-	K2:A-:B-
CP022726	K30?*	A-	B-	K30?*:A-:B-
CP022731	C4	A-	B1	C4:A-:B1
CP022732	F16	A-	B-	F16:A-:B-
CP022825	K21	A10*	B-	K21:A10*:B-
CP022913	F6	A-	B45*	F6:A-:B45*
CP022914	F11	A-	B-	F11:A-:B-
CP022917	K2	A-	B-	K2:A-:B-
CP022920	K2	A-	B-	K2:A-:B-
CP022923	K2	A-	B-	K2:A-:B-
CP022926	K2	A-	B-	K2:A-:B-
CP022965	S3	A-	B-	S3:A-:B-
CP023062	F19	A-	B9	F19:A-:B9
CP023187	Y4	A-	B36	Y4:A-:B36
CP023259	F2	A1	B49	F2:A1:B49
CP023347	F11	A-	B-	F11:A-:B-
CP023348	F106	A-	B-	F106:A-:B-
CP023351	F98*	A-	B-	F98*:A-:B-
CP023354	F2	A-	B-	F2:A-:B-
CP023355	F52*	A-	B-	F52*:A-:B-
CP023358	F43	A19?	B-	F43:A19?:B-
CP023363	F2	A-	B1	F2:A-:B1
CP023367	F19	A-	B27	F19:A-:B27
CP023369	F4*	A-	B-	F4*:A-:B-
CP023372	F36!/F31!	A16?	B12*	F36!/F31!:A16?:B12*
CP023378	F36!/F22!	A1	B69	F36!/F22!:A1:B69
CP023384	C4	A-	B8?	C4:A-:B8?
CP023389	F2	A-	B-	F2:A-:B-
CP023437	S1	A-	B22	S1:A-:B22
CP023442	K4	A-	B-	K4:A-:B-
CP023443	K2	A-	B-	K2:A-:B-
CP023469	S3	A-	B36*	S3:A-:B36*
CP023471	F61?	A-	B59*	F61?:A-:B59*
CP023488	K13	A-	B-	K13:A-:B-
CP023489	K5	A-	B-	K5:A-:B-
CP023503	K9	A-	B-	K9:A-:B-
CP023530	F48	A-	B25	F48:A-:B25
CP023533	F48	A-	B25	F48:A-:B25
CP023552	F19	A-	B9	F19:A-:B9
CP023554	Y4	A-	B36	Y4:A-:B36
CP023555	K1	A-	B-	K1:A-:B-
CP023646	F27	A-	B-	F27:A-:B-
CP023674	C4	A-	B40	C4:A-:B40
CP023725	F33	A-	B-	F33:A-:B-
CP023733	F2	A-	B-	F2:A-:B-
CP023734	F30?	A-	B59?*	F30?:A-:B59?*
CP023816	F1	A1	B49	F1:A1:B49
CP023821	F2	A-	B10	F2:A-:B10
CP023827	F1	A2	B20	F1:A2:B20
CP023828	F2	A-	B-	F2:A-:B-
CP023835	F36!/F31!	A16?	B1	F36!/F31!:A16?:B1
CP023840	K12	A21?*	B-	K12:A21?*:B-
CP023845	F36!/F22!	A1	B20	F36!/F22!:A1:B20
CP023850	F2	A1	B-	F2:A1:B-
CP023854	F48	A1	B49	F48:A1:B49
CP023871	F36	A4	B-	F36:A4:B-
CP023879	K17	A-	B-	K17:A-:B-
CP023893	K9	A-	B-	K9:A-:B-
CP023895	F2	A-	B-	F2:A-:B-
CP023903	F36!/F31!	A4	B1	F36!/F31!:A4:B1
CP023914	Y4	A-	B36	Y4:A-:B36
CP023916	K5	A22	B-	K5:A22:B-
CP023918	F2	A22	B-	F2:A22:B-
CP023922	K2	A-	B-	K2:A-:B-
CP023923	F36!/F22!	A1	B20	F36!/F22!:A1:B20
CP023928	K2	A-	B-	K2:A-:B-
CP023937	K5	A-	B-	K5:A-:B-
CP023938	F33	A-	B-	F33:A-:B-
CP023942	F33	A-	B-	F33:A-:B-
CP023943	K1	A-	B-	K1:A-:B-
CP023947	K9	A-	B-	K9:A-:B-
CP023948	K9	A-	B-	K9:A-:B-
CP023953	K1	A-	B-	K1:A-:B-
CP023959	F36	A-	B32	F36:A-:B32
CP024039	F36!/F22!	A1	B20	F36!/F22!:A1:B20
CP024040	K2	A-	B-	K2:A-:B-
CP024055	C4	A-	B40	C4:A-:B40
CP024133	F34	A-	B1	F34:A-:B1
CP024136	F34	A-	B-	F34:A-:B-
CP024140	C4	A-	B1	C4:A-:B1
CP024145	C2	A-	B42	C2:A-:B42
CP024150	F4	A-	B-	F4:A-:B-
CP024151	C5	A-	B53	C5:A-:B53
CP024157	F10*	A-	B-	F10*:A-:B-
CP024167	K28?*	A-	B-	K28?*:A-:B-
CP024193	K1	A-	B-	K1:A-:B-
CP024227	F84*	A-	B56*	F84*:A-:B56*
CP024231	F106	A-	B-	F106:A-:B-
CP024235	F111	A-	B45*	F111:A-:B45*
CP024237	F11	A-	B-	F11:A-:B-
CP024242	F59*	A-	B-	F59*:A-:B-
CP024244	F58	A-	B40	F58:A-:B40
CP024248	F84*	A-	B56*	F84*:A-:B56*
CP024249	F30	A-	B59?*	F30:A-:B59?*
CP024250	F106	A-	B-	F106:A-:B-
CP024255	F106	A-	B-	F106:A-:B-
CP024258	F35*	A-	B45*	F35*:A-:B45*
CP024259	F106	A-	B-	F106:A-:B-
CP024262	F11	A-	B-	F11:A-:B-
CP024265	F84*	A-	B56*	F84*:A-:B56*
CP024272	F84*	A-	B56*	F84*:A-:B56*
CP024274	F84*	A-	B56*	F84*:A-:B56*
CP024277	F11	A-	B-	F11:A-:B-
CP024281	F2	A-	B-	F2:A-:B-
CP024284	F29*	A-	B-	F29*:A-:B-
CP024286	F64*	A-	B10*	F64*:A-:B10*
CP024287	F24	A-	B-	F24:A-:B-
CP024291	F86*	A-	B14*	F86*:A-:B14*
CP024294	F84*	A-	B-	F84*:A-:B-
CP024295	F51	A-	B10	F51:A-:B10
CP024296	F8*	A-	B-	F8*:A-:B-
CP024430	F2	A-	B-	F2:A-:B-
CP024459	K5	A-	B-	K5:A-:B-
CP024469	F25	A-	B-	F25:A-:B-
CP024472	F27	A-	B-	F27:A-:B-
CP024475	F35	A-	B-	F35:A-:B-
CP024476	F27	A-	B-	F27:A-:B-
CP024483	K7	A-	B-	K7:A-:B-
CP024500	K7	A-	B-	K7:A-:B-
CP024508	K21	A-	B-	K21:A-:B-
CP024510	K21	A-	B-	K21:A-:B-
CP024516	K7	A-	B-	K7:A-:B-
CP024523	K1	A-	B-	K1:A-:B-
CP024530	K1	A-	B-	K1:A-:B-
CP024537	K1	A-	B-	K1:A-:B-
CP024543	K4	A21?*	B-	K4:A21?*:B-
CP024544	Y6	A-	B-	Y6:A-:B-
CP024546	K4	A21?*	B-	K4:A21?*:B-
CP024547	Y6	A-	B-	Y6:A-:B-
CP024551	K1	A-	B-	K1:A-:B-
CP024558	K1	A-	B-	K1:A-:B-
CP024565	K1	A-	B-	K1:A-:B-
CP024572	K1	A-	B-	K1:A-:B-
CP024617	C4	A-	B40	C4:A-:B40
CP024652	F2	A-	B-	F2:A-:B-
CP024662	F30	A-	B24	F30:A-:B24
CP024668	F11	A-	B-	F11:A-:B-
CP024669	F106!/F106!	A-	B-	F106!/F106!:A-:B-
CP024674	S5?*	A-	B-	S5?*:A-:B-
CP024678	S5?*	A-	B-	S5?*:A-:B-
CP024682	S5?*	A-	B-	S5?*:A-:B-
CP024718	F2	A1	B1	F2:A1:B1
CP024721	F2	A1	B1	F2:A1:B1
CP024805	F1	A1	B49?	F1:A1:B49?
CP024816	F36!/F22!	A1	B20?	F36!/F22!:A1:B20?
CP024823	F33	A-	B-	F33:A-:B-
CP024827	C4	A-	B1	C4:A-:B1
CP024831	F36!/F22!	A1	B20?	F36!/F22!:A1:B20?
CP024836	F2	A-	B-	F2:A-:B-
CP024840	F2	A-	B-	F2:A-:B-
CP024852	F36!/F31!	A-	B6	F36!/F31!:A-:B6
CP024856	F36!/F31!	A4	B1	F36!/F31!:A4:B1
CP024860	F36!/F31!	A4	B1	F36!/F31!:A4:B1
CP024863	F1	A1	B49	F1:A1:B49
CP024864	F91	A-	B-	F91:A-:B-
CP024876	K2	A-	B-	K2:A-:B-
CP024888	F2	A-	B-	F2:A-:B-
CP024917	K2	A-	B-	K2:A-:B-
CP024975	F29	A-	B-	F29:A-:B-
CP024976	F55	A-	B1	F55:A-:B1
CP024994	F48	A-	B25	F48:A-:B25
CP025006	K2	A-	B-	K2:A-:B-
CP025009	K2	A-	B-	K2:A-:B-
CP025010	K2	A-	B-	K2:A-:B-
CP025038	K1	A-	B-	K1:A-:B-
CP025039	Y7?*	A21*	B-	Y7?*:A21*:B-
CP025040	Y6	A-	B-	Y6:A-:B-
CP025139	F2	A-	B-	F2:A-:B-
CP025253	F2	A-	B-	F2:A-:B-
CP025254	F2	A-	B-	F2:A-:B-
CP025329	F40/C4	A-	B1	F40/C4:A-:B1
CP025403	F24	A-	B1	F24:A-:B1
CP025457	K9	A-	B-	K9:A-:B-
CP025458	F33	A-	B-	F33:A-:B-
CP025463	F33	A-	B-	F33:A-:B-
CP025468	K5	A-	B-	K5:A-:B-
CP025553	S1	A-	B22	S1:A-:B22
CP025556	S1	A-	B17	S1:A-:B17
CP025557	S1	A-	B22	S1:A-:B22
CP025574	F1	A-	B33	F1:A-:B33
CP025577	K9	A-	B-	K9:A-:B-
CP025626	F36	A4	B-	F36:A4:B-
CP025677	F33	A-	B-	F33:A-:B-
CP025678	F19*	A-	B45*	F19*:A-:B45*
CP025708	F36!/F22!	A1	B20?	F36!/F22!:A1:B20?
CP025841	F84*	A-	B56*	F84*:A-:B56*
CP025844	F12*	A-	B-	F12*:A-:B-
CP025848	F11	A-	B-	F11:A-:B-
CP025850	F106	A19*	B-	F106:A19*:B-
CP025852	F6	A-	B-	F6:A-:B-
CP025854	F12	A-	B-	F12:A-:B-
CP025857	F51	A-	B10	F51:A-:B10
CP025858	F84*	A-	B-	F84*:A-:B-
CP025860	F84*	A-	B-	F84*:A-:B-
CP025861	F101*	A-	B42	F101*:A-:B42
CP025863	F11	A-	B-	F11:A-:B-
CP025866	F106	A-	B-	F106:A-:B-
CP025872	F106	A-	B-	F106:A-:B-
CP025876	F12	A-	B-	F12:A-:B-
CP025880	F6!/F6!	A-	B-	F6!/F6!:A-:B-
CP025884	F106	A-	B-	F106:A-:B-
CP025890	F12?	A-	B-	F12?:A-:B-
CP025891	F6	A-	B-	F6:A-:B-
CP025893	F106!/F106!	A-	B-	F106!/F106!:A-:B-
CP025898	F58	A-	B-	F58:A-:B-
CP025899	F106	A-	B-	F106:A-:B-
CP025904	F84*	A-	B-	F84*:A-:B-
CP025905	F43	A-	B79	F43:A-:B79
CP025908	F11	A-	B-	F11:A-:B-
CP025909	F106	A-	B-	F106:A-:B-
CP025911	F11	A-	B-	F11:A-:B-
CP025912	F106	A-	B-	F106:A-:B-
CP025914	F106	A-	B-	F106:A-:B-
CP025917	F11	A-	B-	F11:A-:B-
CP025918	F106	A-	B-	F106:A-:B-
CP025919	F35*	A-	B-	F35*:A-:B-
CP025921	F11	A-	B-	F11:A-:B-
CP025922	F106	A-	B-	F106:A-:B-
CP025927	F6	A-	B-	F6:A-:B-
CP025928	F12	A-	B-	F12:A-:B-
CP025949	F33	A-	B-	F33:A-:B-
CP025952	F33	A-	B-	F33:A-:B-
CP025966	K2	A-	B-	K2:A-:B-
CP026016	K19	A21?*	B-	K19:A21?*:B-
CP026048	K7	A-	B-	K7:A-:B-
CP026049	K17	A-	B-	K17:A-:B-
CP026054	S1	A-	B22	S1:A-:B22
CP026099	F27	A-	B-	F27:A-:B-
CP026131	F33	A-	B-	F33:A-:B-
CP026133	F33	A-	B-	F33:A-:B-
CP026135	K1	A-	B-	K1:A-:B-
CP026137	F33	A-	B-	F33:A-:B-
CP026139	K1	A-	B-	K1:A-:B-
CP026141	F33	A-	B-	F33:A-:B-
CP026147	F33	A-	B-	F33:A-:B-
CP026148	K1	A-	B-	K1:A-:B-
CP026151	K1	A-	B-	K1:A-:B-
CP026152	F33	A-	B-	F33:A-:B-
CP026158	F2	A-	B-	F2:A-:B-
CP026161	K10	A21?*	B-	K10:A21?*:B-
CP026163	K1	A-	B-	K1:A-:B-
CP026179	K3	A21*	B-	K3:A21*:B-
CP026180	K15	A-	B-	K15:A-:B-
CP026201	F2	A-	B-	F2:A-:B-
CP026212	K21	A-	B-	K21:A-:B-
CP026237	F100	A-	B-	F100:A-:B-
CP026241	Y3	A-	B70	Y3:A-:B70
CP026271	Y6	A-	B-	Y6:A-:B-
CP026272	K30?*	A-	B-	K30?*:A-:B-
CP026276	K3!/K28!	A21*	B-	K3!/K28!:A21*:B-
CP026280	K7	A-	B-	K7:A-:B-
CP026371	K7	A-	B-	K7:A-:B-
CP026394	S5?*	A-	B-	S5?*:A-:B-
CP026396	K7	A-	B-	K7:A-:B-
CP026397	K15	A-	B-	K15:A-:B-
CP026403	F95	A-	B-	F95:A-:B-
CP026404	F100	A-	B-	F100:A-:B-
CP026474	F1	A1	B49	F1:A1:B49
CP026494	C4	A-	B1	C4:A-:B1
CP026570	S1	A-	B22	S1:A-:B22
CP026576	F33	A-	B-	F33:A-:B-
CP026579	F47	A-	B75?	F47:A-:B75?
CP026584	F33	A-	B-	F33:A-:B-
CP026588	K2	A-	B-	K2:A-:B-
CP026589	F33	A-	B-	F33:A-:B-
CP026643	C4	A-	B1	C4:A-:B1
CP026698	Y3	A-	B70	Y3:A-:B70
CP026701	S1	A-	B17	S1:A-:B17
CP026714	S1	A-	B22	S1:A-:B22
CP026716	K2	A-	B-	K2:A-:B-
CP026717	K21?*	A-	B-	K21?*:A-:B-
CP026718	Y7?*	A-	B-	Y7?*:A-:B-
CP026724	F1	A-	B23?	F1:A-:B23?
CP026752	K5	A-	B-	K5:A-:B-
CP026754	F56*	A19*	B-	F56*:A19*:B-
CP026771	F27	A-	B-	F27:A-:B-
CP026775	F25	A-	B-	F25:A-:B-
CP026779	F25	A-	B-	F25:A-:B-
CP026783	F25	A-	B-	F25:A-:B-
CP026789	F28?	A-	B-	F28?:A-:B-
CP026791	F27?*	A-	B-	F27?*:A-:B-
CP026798	F27	A-	B-	F27:A-:B-
CP026800	F27	A-	B-	F27:A-:B-
CP026806	F27	A-	B-	F27:A-:B-
CP026809	F27	A-	B-	F27:A-:B-
CP026812	F27	A-	B-	F27:A-:B-
CP026813	F27*	A-	B-	F27*:A-:B-
CP026817	F27	A-	B-	F27:A-:B-
CP026820	F27	A-	B-	F27:A-:B-
CP026822	F27	A-	B-	F27:A-:B-
CP026829	F27	A-	B-	F27:A-:B-
CP026830	F27	A-	B23*	F27:A-:B23*
CP026833	F27	A-	B-	F27:A-:B-
CP026835	F27	A-	B-	F27:A-:B-
CP026837	F27	A-	B-	F27:A-:B-
CP026838	F27	A-	B-	F27:A-:B-
CP026841	F27	A-	B-	F27:A-:B-
CP026843	F27	A-	B-	F27:A-:B-
CP026844	F27	A-	B-	F27:A-:B-
CP026854	F24	A-	B1	F24:A-:B1
CP026876	F27?*	A-	B-	F27?*:A-:B-
CP026879	F25	A-	B-	F25:A-:B-
CP027028	F27	A-	B-	F27:A-:B-
CP027037	K1	A-	B-	K1:A-:B-
CP027044	K4	A-	B-	K4:A-:B-
CP027049	K2	A-	B-	K2:A-:B-
CP027054	K2	A-	B-	K2:A-:B-
CP027067	F33	A-	B-	F33:A-:B-
CP027106	F78?*	A-	B45*	F78?*:A-:B45*
CP027120	F2	A-	B-	F2:A-:B-
CP027130	F36!/F31!	A4	B1	F36!/F31!:A4:B1
CP027152	K1	A-	B-	K1:A-:B-
CP027158	K2	A-	B-	K2:A-:B-
CP027161	K1	A-	B-	K1:A-:B-
CP027200	F47	A-	B75?	F47:A-:B75?
CP027256	C1	A6	B16	C1:A6:B16
CP027311	F43?*	A-	B20*	F43?*:A-:B20*
CP027326	F23	A-	B56*	F23:A-:B56*
CP027343	F35?*	A-	B14*	F35?*:A-:B14*
CP027364	F23	A-	B56*	F23:A-:B56*
CP027367	F63*	A6	B45*	F63*:A6:B45*
CP027375	F35?*	A-	B14*	F35?*:A-:B14*
CP027377	F59	A-	B-	F59:A-:B-
CP027385	F5	A-	B-	F5:A-:B-
CP027392	F48	A-	B25	F48:A-:B25
CP027409	S1	A-	B17	S1:A-:B17
CP027413	S1	A-	B17	S1:A-:B17
CP027425	K1	A-	B-	K1:A-:B-
CP027438	F80*	A19*	B-	F80*:A19*:B-
CP027439	F40	A-	B-	F40:A-:B-
CP027446	F23	A-	B56*	F23:A-:B56*
CP027448	F10	A-	B59*	F10:A-:B59*
CP027455	F82?	A-	B-	F82?:A-:B-
CP027458	F35?*	A-	B14*	F35?*:A-:B14*
CP027460	F23	A-	B56*	F23:A-:B56*
CP027485	F2	A-	B1	F2:A-:B1
CP027521	F74	A-	B79*	F74:A-:B79*
CP027536	F2	A-	B-	F2:A-:B-
CP027537	F1	A2	B-	F1:A2:B-
CP027551	F111*	A-	B66*	F111*:A-:B66*
CP027553	F5	A-	B-	F5:A-:B-
CP027576	F5	A-	B-	F5:A-:B-
CP027581	F35?*	A-	B14*	F35?*:A-:B14*
CP027596	F5	A-	B-	F5:A-:B-
CP027613	K8	A-	B-	K8:A-:B-
CP027614	K21?*	A-	B-	K21?*:A-:B-
CP027616	Y7?*	A21*	B-	Y7?*:A21*:B-
CP027641	F82	A-	B42*	F82:A-:B42*
CP027674	F82?*	A-	B59	F82?*:A-:B59
CP027696	K1	A-	B-	K1:A-:B-
CP027703	F36!/F31!	A24	B1	F36!/F31!:A24:B1
CP027765	F43*	A-	B-	F43*:A-:B-
CP027767	F5	A-	B-	F5:A-:B-
CP028118	F5	A-	B-	F5:A-:B-
CP028121	F16	A-	B14*	F16:A-:B14*
CP028152	S1	A-	B22	S1:A-:B22
CP028156	S1	A-	B22	S1:A-:B22
CP028177	K2	A-	B-	K2:A-:B-
CP028181	K2	A-	B-	K2:A-:B-
CP028193	F35	A-	B-	F35:A-:B-
CP028195	C2	A-	B42	C2:A-:B42
CP028200	S1	A-	B17	S1:A-:B17
CP028319	S1	A-	B17	S1:A-:B17
CP028321	F29	A-	B10	F29:A-:B10
CP028322	F73	A-	B-	F73:A-:B-
CP028383	F63*	A-	B-	F63*:A-:B-
CP028389	K2	A-	B-	K2:A-:B-
CP028431	F5	A-	B-	F5:A-:B-
CP028434	F5	A-	B-	F5:A-:B-
CP028479	K9	A21*	B-	K9:A21*:B-
CP028484	F1	A2	B20	F1:A2:B20
CP028541	F33	A-	B-	F33:A-:B-
CP028543	K1	A-	B-	K1:A-:B-
CP028547	F33	A-	B-	F33:A-:B-
CP028553	K2	A-	B-	K2:A-:B-
CP028554	Y6	A-	B-	Y6:A-:B-
CP028576	F36	A16?	B20?	F36:A16?:B20?
CP028582	F33	A-	B-	F33:A-:B-
CP028587	F36!/F31!	A4	B58?	F36!/F31!:A4:B58?
CP028595	F23	A16?*	B3	F23:A16?*:B3
CP028597	F23	A16?*	B3	F23:A16?*:B3
CP028599	F23	A16?*	B3	F23:A16?*:B3
CP028602	F23	A16?*	B3	F23:A16?*:B3
CP028606	F23	A16?*	B3	F23:A16?*:B3
CP028608	F23	A-	B44?	F23:A-:B44?
CP028610	F63*	A-	B-	F63*:A-:B-
CP028612	F23	A-	B3	F23:A-:B3
CP028616	F23	A16?*	B3	F23:A16?*:B3
CP028619	F23	A16?*	B3	F23:A16?*:B3
CP028622	F23	A16?*	B3	F23:A16?*:B3
CP028625	F23	A16?*	B3	F23:A16?*:B3
CP028628	F23	A16?*	B44?	F23:A16?*:B44?
CP028631	F23	A16?*	B3	F23:A16?*:B3
CP028634	F23	A16?*	B3	F23:A16?*:B3
CP028637	F23	A16?*	B3	F23:A16?*:B3
CP028640	F23	A16?*	B3	F23:A16?*:B3
CP028643	F23	A16?*	B3	F23:A16?*:B3
CP028646	F23	A16?*	B3	F23:A16?*:B3
CP028649	F23	A16?*	B3	F23:A16?*:B3
CP028651	F23	A-	B3?*	F23:A-:B3?*
CP028653	F23	A-	B3	F23:A-:B3
CP028655	F23	A-	B3	F23:A-:B3
CP028658	F23	A16?*	B3	F23:A16?*:B3
CP028661	F23	A16?*	B3	F23:A16?*:B3
CP028664	F23	A16?*	B3	F23:A16?*:B3
CP028667	F23	A16?*	B3	F23:A16?*:B3
CP028670	F23	A16?*	B3	F23:A16?*:B3
CP028673	F23	A16?*	B3	F23:A16?*:B3
CP028676	F23	A16?*	B3	F23:A16?*:B3
CP028679	F23	A16?*	B3	F23:A16?*:B3
CP028682	F23	A16?*	B3	F23:A16?*:B3
CP028684	F23	A-	B3	F23:A-:B3
CP028686	F23	A-	B3	F23:A-:B3
CP028689	F23	A-	B3	F23:A-:B3
CP028692	F23	A-	B3	F23:A-:B3
CP028694	F23	A-	B3?*	F23:A-:B3?*
CP028697	F23	A-	B3	F23:A-:B3
CP028699	F23	A-	B3	F23:A-:B3
CP028701	F23	A-	B3	F23:A-:B3
CP028717	K2	A-	B-	K2:A-:B-
CP028784	K1	A-	B-	K1:A-:B-
CP028790	F33	A-	B-	F33:A-:B-
CP028796	F33	A-	B-	F33:A-:B-
CP028804	K1	A-	B-	K1:A-:B-
CP028805	K5	A-	B-	K5:A-:B-
CP028817	K7	A-	B-	K7:A-:B-
CP028954	K2	A-	B-	K2:A-:B-
CP028955	K2	A-	B-	K2:A-:B-
CP028993	K2	A-	B-	K2:A-:B-
CP028995	K2	A-	B-	K2:A-:B-
CP029000	K2	A-	B-	K2:A-:B-
CP029058	F40!/F40!	A-	B-	F40!/F40!:A-:B-
CP029101	K1	A-	B-	K1:A-:B-
CP029102	K2	A-	B-	K2:A-:B-
CP029104	F11	A-	B-	F11:A-:B-
CP029107	F36!/F31!	A4	B1	F36!/F31!:A4:B1
CP029113	F36	A4	B-	F36:A4:B-
CP029127	K21?*	A-	B-	K21?*:A-:B-
CP029136	K1	A-	B-	K1:A-:B-
CP029143	K28	A21?*	B-	K28:A21?*:B-
CP029214	C4	A5	B58?	C4:A5:B58?
CP029219	F33	A-	B-	F33:A-:B-
CP029225	F33	A-	B-	F33:A-:B-
CP029230	F33	A-	B-	F33:A-:B-
CP029243	F24	A-	B1	F24:A-:B1
CP029368	F36!/F31!	A4	B58?	F36!/F31!:A4:B58?
CP029381	F33	A-	B-	F33:A-:B-
CP029387	K5	A-	B-	K5:A-:B-
CP029422	F1	A2	B20	F1:A2:B20
CP029448	K5	A-	B-	K5:A-:B-
CP029575	F36!/F31!	A4	B1	F36!/F31!:A4:B1
CP029577	F29	A-	B10	F29:A-:B10
CP029578	F35	A-	B-	F35:A-:B-
CP029580	F1	A6	B20	F1:A6:B20
CP029583	K12	A21?*	B-	K12:A21?*:B-
CP029588	K5	A-	B-	K5:A-:B-
CP029591	K5	A-	B-	K5:A-:B-
CP029594	S1	A-	B17	S1:A-:B17
CP029596	S1	A-	B17	S1:A-:B17
CP029598	K1	A-	B-	K1:A-:B-
CP029691	F5	A-	B-	F5:A-:B-
CP029723	K2	A-	B-	K2:A-:B-
CP029724	K2	A-	B-	K2:A-:B-
CP029731	Y4	A-	B36	Y4:A-:B36
CP029734	F2	A-	B-	F2:A-:B-
CP029740	K2	A-	B-	K2:A-:B-
CP029744	F24	A-	B1	F24:A-:B1
CP029748	C4	A-	B1	C4:A-:B1
CP029838	S1	A-	B17	S1:A-:B17
CP029841	S1	A-	B17?	S1:A-:B17?
CP029974	F2	A-	B-	F2:A-:B-
CP029978	F36!/F31!	A4	B1	F36!/F31!:A4:B1
CP029980	F11	A-	B-	F11:A-:B-
CP029982	F6	A-	B-	F6:A-:B-
CP029998	Y7?*	A-	B-	Y7?*:A-:B-
CP030066	K10	A-	B-	K10:A-:B-
CP030067	K9	A-	B-	K9:A-:B-
CP030071	K27	A-	B-	K27:A-:B-
CP030133	F33	A-	B-	F33:A-:B-
CP030176	S1	A-	B-	S1:A-:B-
CP030177	F81?*	A-	B-	F81?*:A-:B-
CP030197	F81?*	A-	B-	F81?*:A-:B-
CP030205	K7?*	A-	B-	K7?*:A-:B-
CP030208	S3	A-	B-	S3:A-:B-
CP030210	S5?*	A-	B-	S5?*:A-:B-
CP030237	S1	A-	B-	S1:A-:B-
CP030283	F33	A-	B-	F33:A-:B-
CP030329	F36	A-	B32	F36:A-:B32
CP030342	K2	A-	B-	K2:A-:B-
CP030343	K1	A-	B-	K1:A-:B-
CP030765	F23	A-	B3	F23:A-:B3
CP030770	F29	A-	B10	F29:A-:B10
CP030773	F27	A-	B-	F27:A-:B-
CP030779	F79	A19*	B79	F79:A19*:B79
CP030780	F6	A-	B-	F6:A-:B-
CP030782	F81?*	A-	B42	F81?*:A-:B42
CP030785	F40	A-	B-	F40:A-:B-
CP030786	F99*	A-	B56*	F99*:A-:B56*
CP030791	C4	A-	B58?	C4:A-:B58?
CP030796	S1	A-	B22	S1:A-:B22
CP030876	K8	A-	B-	K8:A-:B-
CP030916	F27	A-	B-	F27:A-:B-
CP030981	Y2	A-	B-	Y2:A-:B-
CP031107	C4	A6?	B1	C4:A6?:B1
