name	pMLST_scheme	Sequence_type	Nearest_ST
CP027301	incac	None	
KJ868088	incac	None	
CP034948	incac	None	
CP009873	incac	None	
HE577332	incac	None	
AB479511	incac	None	
CP022152	incac	None	
CP035205	incac	None	
CP036184	incac	None	
CP028582	incac	None	
CP002348	incac	None	
CP038630	incac	None	
CP036333	incac	None	
KX023261	incac	None	
CP012709	incac	None	
NC_019040	incac	None	
KY865319	incac	None	
NC_011722	incac	None	
CP016943	incac	None	
MH995507	incac	1*	
CP032313	incac	None	
CP043856	incac	None	
CP041450	incac	None	
CP006039	incac	None	
LR134413	incac	None	
AP017934	incac	None	
CP015505	incac	None	
CP037248	incac	None	
NC_022910	incac	None	
KF998105	incac	None	
NC_017021	incac	None	
CP022926	incac	None	
CP028675	incac	None	
CP015501	incac	None	
CP039905	incac	None	
CP036591	incac	None	
CP043524	incac	None	
CP021087	incac	None	
MF344570	incac	None	
CP016369	incac	None	
NC_021210	incac	None	
HQ659758	incac	None	
NC_007962	incac	None	
MH917285	incac	3	
CP015838	incac	None	
CP023684	incac	None	
LT991587	incac	None	
CP027463	incac	None	
CP040365	incac	None	
HG977524	incac	None	
CP024568	incac	None	
CP045785	incac	None	
CP033095	incac	None	
CP029429	incac	None	
AP011141	incac	None	
CP013624	incac	None	
CP025498	incac	None	
CP037277	incac	None	
NC_015162	incac	None	
MF458176	incac	None	
CP041545	incac	None	
CP041962	incac	None	
NC_017675	incac	None	
GU363552	incac	None	
CP024777	incac	None	
CP001373	incac	None	
CP023675	incac	None	
CP045336	incac	None	
CP010692	incac	None	
CP042210	incac	None	
CP020435	incac	None	
NC_015689	incac	None	
NC_012172	incac	None	
D26094	incac	None	
CP020426	incac	None	
CP029726	incac	None	
CP008833	incac	None	
NC_022573	incac	None	
CP030242	incac	None	
U78513	incac	None	
CP020500	incac	None	
NC_009344	incac	None	
KT334397	incac	None	
CP012956	incac	None	
NC_014124	incac	None	
CP022281	incac	None	
CP031315	incac	None	
CP042125	incac	None	
CP021213	incac	None	
NC_013419	incac	None	
CP002087	incac	None	
NC_017311	incac	None	
CP031408	incac	None	
CP044959	incac	None	
CP042998	incac	None	
CP010682	incac	None	
CP000914	incac	None	
CP001440	incac	None	
AP012160	incac	None	
CP037911	incac	None	
CP029204	incac	None	
CP035117	incac	None	
CP012489	incac	None	
NC_016600	incac	None	
JQ245700	incac	None	
CP014389	incac	None	
JX101643	incac	None	
KJ187752	incac	1	
NC_009432	incac	None	
CP026661	incac	None	
CP000470	incac	None	
LC019731	incac	None	
LR134455	incac	None	
CP030698	incac	None	
CP040571	incac	None	
CP006031	incac	None	
MF344558	incac	None	
CP016558	incac	None	
CP043613	incac	None	
CP011598	incac	None	
CP043436	incac	None	
CP033796	incac	None	
CP025915	incac	None	
NC_019125	incac	None	
AY126018	incac	None	
NC_017734	incac	None	
CP017857	incac	None	
CP045801	incac	None	
CP011628	incac	None	
NC_012516	incac	None	
CP025807	incac	None	
CP044272	incac	None	
CP029227	incac	None	
CP001000	incac	None	
CP025579	incac	None	
CP033697	incac	None	
CP033355	incac	None	
AB823544	incac	None	
CP037480	incac	None	
CP007740	incac	None	
CP028167	incac	None	
CP036155	incac	None	
CP014295	incac	3	
KX957970	incac	None	
NC_016864	incac	None	
CP018829	incac	None	
CP007049	incac	None	
CP042822	incac	None	
CP035381	incac	None	
AM990994	incac	None	
CP001070	incac	None	
CP000953	incac	None	
CP009824	incac	None	
NC_019734	incac	None	
CP000670	incac	None	
CP010819	incac	None	
CP010362	incac	None	
CP039286	incac	None	
CP020047	incac	None	
MG516909	incac	None	
HG796352	incac	None	
CP026151	incac	None	
NC_008598	incac	None	
CP025075	incac	None	
CP044075	incac	3	
CP002510	incac	None	
NC_004341	incac	None	
CP011480	incac	None	
HG796342	incac	None	
MH220287	incac	None	
CP026705	incac	None	
CP023427	incac	None	
JX065630	incac	None	
NC_017242	incac	None	
CP021857	incac	None	
NC_017356	incac	None	
CP013954	incac	None	
CP001596	incac	None	
CP039501	incac	None	
HG514500	incac	None	
CP041937	incac	None	
CP001267	incac	None	
CP015800	incac	None	
CP009071	incac	None	
AP018412	incac	None	
NC_023286	incac	None	
CP020112	incac	None	
MG800340	incac	None	
AP017656	incac	None	
CP019439	incac	None	
CP016712	incac	None	
NC_001399	incac	None	
NC_017421	incac	None	
CP017023	incac	None	
NC_019168	incac	None	
NC_019696	incac	None	
CP033244	incac	None	
CP034822	incac	None	
MH830362	incac	None	
CP001457	incac	None	
CP014096	incac	None	
AP019776	incac	None	
CP030853	incac	None	
MF191707	incac	None	
CP012988	incac	None	
KT352922	incac	None	
MG904992	incac	None	
JX194159	incac	None	
CP017773	incac	None	
CP001206	incac	None	
LT985300	incac	None	
CP018973	incac	None	
CP031409	incac	None	
CP033467	incac	None	
CP029951	incac	None	
CP036936	incac	None	
CP014391	incac	None	
CP041516	incac	None	
MH594122	incac	None	
CP023797	incac	None	
CP024986	incac	None	
KY454616	incac	None	
CP028717	incac	None	
CP033203	incac	None	
KC853434	incac	None	
MK423762	incac	None	
CP028168	incac	None	
CP031181	incac	None	
CP013999	incac	None	
EU602348	incac	None	
AP019752	incac	None	
CP009115	incac	None	
CP018710	incac	3	
NC_019079	incac	None	
KY007017	incac	None	
CP018921	incac	None	
CP014569	incac	None	
MG299151	incac	None	
CP015329	incac	None	
CP016035	incac	None	
NC_017669	incac	None	
CP043944	incac	None	
LN681232	incac	None	
KU254577	incac	None	
KP099552	incac	None	
CP035756	incac	None	
CP037489	incac	None	
NC_012209	incac	None	
CP005087	incac	None	
CP034676	incac	None	
MF062093	incac	None	
MK973075	incac	None	
KT223772	incac	None	
CP032413	incac	None	
CP018679	incac	None	
CP034832	incac	None	
MH234498	incac	None	
CP034472	incac	None	
MF150118	incac	3	
KY513281	incac	None	
CP002610	incac	None	
CP014386	incac	None	
CP017592	incac	None	
AB702969	incac	None	
CP027532	incac	None	
CP005190	incac	None	
CP015175	incac	None	
CP023496	incac	None	
NC_011061	incac	None	
CP009066	incac	None	
MF156697	incac	None	
CP044649	incac	None	
MH133192	incac	None	
NC_011667	incac	None	
CP017059	incac	None	
FN650141	incac	None	
CP017041	incac	None	
AP017461	incac	None	
GQ900424	incac	None	
MK439385	incac	None	
CP014514	incac	None	
CP035907	incac	None	
CP007135	incac	None	
CP032638	incac	None	
CP042372	incac	None	
KF705206	incac	None	
CP028317	incac	None	
CP001513	incac	None	
CP016522	incac	None	
NC_019006	incac	None	
LR134444	incac	None	
AM889287	incac	None	
NC_008445	incac	None	
CP031589	incac	None	
CP001478	incac	None	
AP014823	incac	None	
AF312688	incac	None	
CP044664	incac	None	
NC_013191	incac	None	
CP041088	incac	None	
KX960110	incac	None	
CP034047	incac	None	
MK753228	incac	None	
GU080065	incac	None	
NC_019122	incac	None	
CP017869	incac	None	
KX388535	incac	None	
NC_012521	incac	None	
CP028637	incac	None	
FN554922	incac	None	
NC_008385	incac	None	
CP021947	incac	None	
CP024631	incac	None	
AP018758	incac	None	
CP040739	incac	None	
JF267651	incac	3	
KT937281	incac	None	
NC_018687	incac	None	
NC_006829	incac	None	
NC_010877	incac	None	
MF133496	incac	None	
CP000229	incac	None	
KP324996	incac	None	
NC_012661	incac	None	
NC_013544	incac	None	
CP000938	incac	None	
HQ637382	incac	None	
CP014110	incac	None	
CP022931	incac	None	
CP016082	incac	None	
KY000058	incac	None	
KY288024	incac	None	
CP032499	incac	None	
NC_009137	incac	None	
CP014920	incac	None	
AP017976	incac	None	
CP000242	incac	None	
KY657478	incac	None	
KC609322	incac	None	
CP012285	incac	None	
GQ919031	incac	None	
CP035268	incac	None	
CP035663	incac	None	
CP009666	incac	None	
CR628338	incac	None	
CP035118	incac	None	
CP030714	incac	None	
KU295135	incac	None	
CP021008	incac	None	
JQ663598	incac	None	
CP012058	incac	None	
CP020476	incac	None	
CP025912	incac	None	
AP011136	incac	None	
CP034019	incac	None	
CP001285	incac	None	
CP021873	incac	None	
CP023678	incac	None	
CP000794	incac	None	
KT207463	incac	None	
CP030413	incac	None	
CP002384	incac	None	
CP021817	incac	None	
NC_019956	incac	None	
NC_021519	incac	None	
FN822747	incac	None	
MF943217	incac	None	
CP000966	incac	None	
JQ996148	incac	None	
GU562624	incac	None	
NC_013350	incac	None	
CP006268	incac	None	
MK275626	incac	None	
CP015640	incac	None	
CP013794	incac	None	
CP000835	incac	None	
AP008234	incac	None	
AP018407	incac	None	
NC_021668	incac	None	
CP028553	incac	None	
NC_017833	incac	None	
CP043439	incac	None	
CP039651	incac	None	
NC_019290	incac	None	
NC_017553	incac	None	
JX283456	incac	None	
CP001310	incac	None	
CP021322	incac	None	
MK715437	incac	None	
NC_011076	incac	None	
AP019858	incac	None	
LT591900	incac	None	
CP033803	incac	None	
NC_013442	incac	None	
NC_014719	incac	None	
CP023918	incac	None	
CP020770	incac	None	
NC_004944	incac	None	
NC_020959	incac	None	
KC344732	incac	None	
CP015038	incac	None	
MK205416	incac	3	
HG380318	incac	None	
CP023944	incac	None	
CP024184	incac	None	
CP006661	incac	1	
AP018682	incac	None	
KY000032	incac	None	
CP024336	incac	None	
CP001314	incac	None	
CP030402	incac	None	
CP012909	incac	None	
CP000754	incac	None	
NC_014504	incac	None	
KR869777	incac	None	
LS992184	incac	3	
CP029565	incac	None	
AP019744	incac	None	
CP020997	incac	None	
CP014908	incac	None	
LT882699	incac	3	
CP013056	incac	None	
NC_015728	incac	None	
CP023530	incac	None	
KJ484634	incac	None	
CP038457	incac	None	
CP011580	incac	None	
CP027494	incac	None	
KU644676	incac	None	
CP001910	incac	None	
KX377410	incac	None	
CP042479	incac	Novel	11
CP031647	incac	None	
CP011106	incac	None	
CP024791	incac	None	
CP024562	incac	None	
CP010718	incac	None	
CP026587	incac	None	
NC_021526	incac	None	
MG825377	incac	None	
CP042366	incac	None	
AY079201	incac	None	
CP004041	incac	None	
CP012912	incac	None	
CP019115	incac	None	
CP033799	incac	None	
CP040086	incac	None	
NC_013354	incac	None	
NC_004836	incac	None	
CP015251	incac	None	
CP017464	incac	None	
LT635652	incac	None	
CP034731	incac	None	
NC_009474	incac	None	
NC_014123	incac	None	
CP002406	incac	None	
LT963393	incac	None	
CP029877	incac	None	
HE603111	incac	None	
NC_005232	incac	None	
NC_002056	incac	None	
CP018033	incac	None	
NC_012562	incac	None	
KX786648	incac	1	
CP009797	incac	None	
CP043553	incac	None	
NC_016838	incac	None	
MF156713	incac	None	
CP014512	incac	None	
CP009921	incac	None	
FJ628167	incac	None	
CP024031	incac	None	
AB983195	incac	None	
NC_011973	incac	None	
KJ830768	incac	None	
KT852335	incac	None	
AP014943	incac	None	
KU932030	incac	None	
CP033562	incac	None	
CP031597	incac	None	
AP017460	incac	None	
CP031111	incac	None	
CP006855	incac	None	
NC_016746	incac	None	
CP034739	incac	None	
CP033037	incac	None	
CP032842	incac	None	
AP003603	incac	None	
CP016356	incac	None	
CP023894	incac	None	
CP024366	incac	None	
CP003998	incac	3	
KY399974	incac	None	
CP041736	incac	None	
CP017879	incac	None	
CP016276	incac	None	
CP022454	incac	None	
MF422120	incac	None	
AP014868	incac	None	
CP014115	incac	None	
FR745876	incac	None	
MH760469	incac	3*	
NC_012251	incac	None	
CP035016	incac	None	
CP018318	incac	3	
CP024387	incac	None	
CP035134	incac	None	
NC_006904	incac	None	
CP031658	incac	None	
JN232517	incac	None	
CP014125	incac	None	
CP019741	incac	None	
NC_004720	incac	None	
CP037509	incac	None	
KJ547696	incac	None	
AP018542	incac	None	
JN180627	incac	None	
CP003270	incac	None	
CP045262	incac	None	
CP025553	incac	None	
CP033449	incac	None	
CP009849	incac	None	
CP023812	incac	None	
LT963397	incac	None	
AP018572	incac	None	
CP022277	incac	None	
KJ484638	incac	None	
KR827392	incac	3	
CP008736	incac	None	
HG796462	incac	None	
JN253636	incac	None	
CP000620	incac	None	
CP022495	incac	None	
CP041555	incac	None	
CP034127	incac	None	
CP026974	incac	None	
CP014380	incac	None	
CP015422	incac	None	
NC_009431	incac	None	
KP776609	incac	None	
CP019851	incac	None	
NC_020227	incac	None	
CP033122	incac	None	
NC_011796	incac	None	
AJ550510	incac	None	
KY887596	incac	3	
MF344560	incac	None	
MF770240	incac	None	
CP014090	incac	None	
CP036741	incac	None	
NC_015920	incac	None	
MF344565	incac	None	
CP035753	incac	None	
CP003762	incac	None	
CP033217	incac	None	
DQ119297	incac	None	
CP025637	incac	None	
NC_021990	incac	None	
CP017263	incac	None	
CP014345	incac	None	
CP012463	incac	None	
CP024044	incac	None	
LC201957	incac	None	
NC_005247	incac	None	
CP001119	incac	None	
NC_010543	incac	None	
CP042629	incac	None	
CP002748	incac	None	
MK323040	incac	None	
CP000275	incac	None	
CP026336	incac	None	
CP021205	incac	None	
CP042648	incac	None	
AP021852	incac	None	
KF652072	incac	None	
CP028957	incac	None	
CP016568	incac	None	
CP018741	incac	None	
CP010660	incac	None	
NC_008545	incac	None	
CP018705	incac	None	
CP009119	incac	None	
HG969193	incac	None	
CP045387	incac	None	
CP025455	incac	None	
CP031564	incac	3	
CP041758	incac	None	
CP032753	incac	None	
LT963407	incac	None	
CP028785	incac	None	
CP023650	incac	None	
CP002862	incac	None	
CP009999	incac	None	
CP032792	incac	None	
CP039317	incac	None	
FJ755814	incac	None	
CP043220	incac	None	
CP021923	incac	None	
CP018069	incac	None	
NC_019294	incac	None	
CP032366	incac	None	
CP026414	incac	None	
CP017381	incac	None	
CP007664	incac	None	
KU695535	incac	None	
CP035378	incac	None	
AP017344	incac	None	
CP017320	incac	None	
NC_012254	incac	None	
CP016917	incac	None	
CP022937	incac	None	
CP034765	incac	None	
KJ830769	incac	None	
CP031445	incac	None	
CP042396	incac	None	
KF954760	incac	None	
KP691640	incac	None	
AP014643	incac	None	
NC_019060	incac	None	
CP011666	incac	None	
CP012432	incac	None	
CP021183	incac	None	
NC_015661	incac	None	
CP006775	incac	None	
CP010772	incac	None	
FN392238	incac	None	
CU468130	incac	None	
CP019939	incac	None	
FJ012880	incac	None	
CP014372	incac	None	
CP016822	incac	None	
CP042411	incac	None	
CP006625	incac	None	
CP012511	incac	None	
KC871566	incac	None	
CP036595	incac	None	
KM659098	incac	None	
NC_010124	incac	None	
NC_020275	incac	None	
CU928159	incac	None	
CP000452	incac	None	
CP012532	incac	None	
CP006052	incac	None	
CP034049	incac	None	
CP024220	incac	None	
CP038649	incac	None	
AB473550	incac	None	
CU928146	incac	None	
NC_016772	incac	None	
CP010328	incac	None	
CP026173	incac	None	
KY612500	incac	None	
CP017266	incac	None	
NC_001381	incac	None	
HG796495	incac	None	
CP030289	incac	None	
CP042500	incac	None	
AP021851	incac	None	
GU080069	incac	None	
NC_013090	incac	None	
CP014178	incac	None	
NC_016981	incac	None	
CP029688	incac	None	
CP023904	incac	None	
JX174168	incac	None	
CP021016	incac	None	
CP026390	incac	None	
CP025517	incac	None	
CP021002	incac	None	
MF133495	incac	None	
CP022558	incac	None	
CP025337	incac	None	
GU080068	incac	None	
CP003562	incac	None	
JQ796371	incac	None	
NC_013550	incac	None	
CP009882	incac	None	
AY673960	incac	None	
NC_022913	incac	None	
NC_005018	incac	None	
CP009965	incac	None	
CP019274	incac	None	
CP016421	incac	None	
NC_014317	incac	None	
CP001558	incac	None	
CP034165	incac	None	
CP000135	incac	None	
U74623	incac	None	
CP031752	incac	None	
NC_019085	incac	None	
GQ900445	incac	None	
CP032854	incac	None	
CP000858	incac	None	
CP026134	incac	None	
EU186381	incac	None	
AB736082	incac	None	
CP044260	incac	None	
KY563785	incac	None	
LC477138	incac	None	
CP031940	incac	None	
NC_015065	incac	None	
CP028585	incac	None	
CP014986	incac	None	
CP040697	incac	None	
CP015333	incac	None	
CP033121	incac	None	
NC_001767	incac	None	
CP007702	incac	None	
NC_015876	incac	None	
CP013813	incac	None	
CP028184	incac	None	
CP016832	incac	None	
CP020434	incac	None	
CP003994	incac	None	
CP005971	incac	None	
MH491004	incac	None	
CP025809	incac	None	
CP026687	incac	None	
CP026306	incac	None	
NC_017565	incac	None	
HQ622576	incac	None	
KF418775	incac	None	
CP028931	incac	None	
CP025634	incac	None	
HQ624979	incac	None	
NC_013347	incac	None	
CP014447	incac	None	
HE651325	incac	None	
MG558000	incac	None	
CP036192	incac	1	
LT907976	incac	None	
CP027585	incac	None	
CP017095	incac	None	
CP026146	incac	None	
JF274987	incac	None	
CP014370	incac	None	
NC_013121	incac	None	
CP010012	incac	None	
NC_021497	incac	None	
KX523904	incac	None	
CP042562	incac	None	
CP017109	incac	None	
KX443399	incac	None	
CP038165	incac	None	
CP015940	incac	None	
CP040399	incac	None	
NC_008442	incac	None	
CP020904	incac	None	
MN232186	incac	None	
CP023556	incac	None	
CP001545	incac	None	
CP032392	incac	None	
CP005940	incac	None	
CP014803	incac	None	
CP014846	incac	None	
CP035014	incac	None	
CP028958	incac	None	
CP018434	incac	None	
NC_011367	incac	None	
CP009650	incac	None	
AP018296	incac	None	
CP040543	incac	None	
AP012043	incac	None	
HG796521	incac	None	
CP024782	incac	None	
CP023796	incac	None	
CP014680	incac	None	
MG598816	incac	None	
CP003608	incac	None	
NC_008691	incac	None	
CP026219	incac	None	
CP041209	incac	3	
LT599050	incac	None	
CP018767	incac	None	
NC_021817	incac	None	
AP019010	incac	None	
NC_006974	incac	None	
CP017302	incac	None	
HG793096	incac	None	
NC_012154	incac	None	
CP012954	incac	None	
CP019637	incac	None	
NC_014832	incac	None	
CP028805	incac	None	
NC_022598	incac	None	
CP010187	incac	None	
CP028658	incac	None	
CP014900	incac	None	
CP032165	incac	None	
CP010428	incac	None	
CP013938	incac	None	
CP010120	incac	None	
CP017145	incac	None	
CP019319	incac	None	
CP028794	incac	None	
CP009432	incac	None	
CP030597	incac	None	
MH067973	incac	None	
AY171301	incac	None	
CP021332	incac	None	
DQ452864	incac	None	
CP006786	incac	None	
LT985320	incac	None	
CP040043	incac	None	
CP018244	incac	None	
JQ432563	incac	None	
CP026131	incac	None	
CP002698	incac	None	
NC_009795	incac	None	
KC920664	incac	None	
NC_004851	incac	None	
CP010015	incac	None	
CP009917	incac	None	
CP037074	incac	None	
CP016799	incac	None	
KR259132	incac	None	
CP043021	incac	None	
CP018945	incac	None	
HG422566	incac	None	
CP042821	incac	None	
AP003139	incac	None	
DQ069059	incac	None	
CP032199	incac	None	
CP019248	incac	None	
NC_012089	incac	None	
CP020881	incac	None	
NC_013129	incac	None	
NC_009435	incac	None	
AE000784	incac	None	
CP021915	incac	None	
CP039027	incac	None	
NC_009713	incac	None	
CP034116	incac	None	
CP037062	incac	None	
CP000375	incac	None	
CP038660	incac	None	
CP001382	incac	None	
NC_011225	incac	None	
CP014218	incac	None	
CP002732	incac	None	
NC_001763	incac	None	
JN983044	incac	None	
KY000036	incac	None	
CP033883	incac	None	
CP028874	incac	None	
CP036307	incac	None	
CP035343	incac	None	
NC_011334	incac	None	
CP033522	incac	None	
CP012271	incac	None	
CP042248	incac	None	
CP032361	incac	None	
CP029662	incac	None	
CP002288	incac	None	
NC_024992	incac	None	
LS999561	incac	None	
CP034400	incac	None	
AP018333	incac	None	
CP012423	incac	None	
CP036777	incac	None	
CP034081	incac	None	
LT592162	incac	None	
CP000385	incac	None	
CP027379	incac	None	
CP031094	incac	None	
CP018998	incac	None	
CP033074	incac	None	
AY780631	incac	None	
CP013752	incac	None	
KP984530	incac	None	
CP027305	incac	None	
KY595964	incac	None	
CP036412	incac	None	
CP024196	incac	None	
AP017604	incac	None	
CP040920	incac	None	
CP016551	incac	None	
CP034963	incac	None	
CP016550	incac	None	
NC_011847	incac	None	
CP042632	incac	None	
MG869623	incac	None	
NC_022605	incac	None	
AP014832	incac	None	
