name	genes_detected	quadraplex_resuts	alleles_for_C_or_G	clermontyping_phylogroup	mashfile
TEA_E2018	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_E2018.fasta_mash_screen.tab
AusGEM_00044	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_00044.fasta_mash_screen.tab
AUSMDU00034032	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00034032.fasta_mash_screen.tab
AusGEM_01782	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01782.fasta_mash_screen.tab
TEA_TA111	['ybgD', 'trpA', 'arpA', 'trpAgpC']	['+', '-', '-', '-']	['trpAgpC']	A	TEA_TA111.fasta_mash_screen.tab
AusGEM_00246	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_00246.fasta_mash_screen.tab
TEA_E9872	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E9872.fasta_mash_screen.tab
AUSMDU00013443	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00013443.fasta_mash_screen.tab
TEA_W3_17	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_W3_17.fasta_mash_screen.tab
AusGEM_01591	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	AusGEM_01591.fasta_mash_screen.tab
AUSMDU00067157	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00067157.fasta_mash_screen.tab
TEA_H615	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	TEA_H615.fasta_mash_screen.tab
SRR7790750	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	SRR7790750.fasta_mash_screen.tab
SRR7724725	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	SRR7724725.fasta_mash_screen.tab
AUSMDU00040856	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00040856.fasta_mash_screen.tab
AUSMDU00011824	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00011824.fasta_mash_screen.tab
TEA_TA135	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_TA135.fasta_mash_screen.tab
AusGEM_01223	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01223.fasta_mash_screen.tab
AusGEM_01022	['trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	AusGEM_01022.fasta_mash_screen.tab
AusGEM_01669	['trpBA', 'chuA', 'aesI']	['-', '+', '-', '-']	['aesI']	F	AusGEM_01669.fasta_mash_screen.tab
AUSMDU00011818	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00011818.fasta_mash_screen.tab
SRR5936493	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']	['+', '-', '+', '-']	['trpAgpC']	C	SRR5936493.fasta_mash_screen.tab
AUSMDU00021413	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	AUSMDU00021413.fasta_mash_screen.tab
AusGEM_01420	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	AusGEM_01420.fasta_mash_screen.tab
ERR5355683	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	ERR5355683.fasta_mash_screen.tab
TEA_E5897	['ybgD', 'trpA', 'trpBA', 'arpA', 'trpAgpC']	['+', '-', '-', '-']	['trpAgpC']	A	TEA_E5897.fasta_mash_screen.tab
AusGEM_00859	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00859.fasta_mash_screen.tab
AUSMDU00035601	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00035601.fasta_mash_screen.tab
AUSMDU00040707	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00040707.fasta_mash_screen.tab
TEA_M294	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_M294.fasta_mash_screen.tab
ERR5355941	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	ERR5355941.fasta_mash_screen.tab
AusGEM_01558	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01558.fasta_mash_screen.tab
TEA_15_7_TC2	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_15_7_TC2.fasta_mash_screen.tab
SRR7724694	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR7724694.fasta_mash_screen.tab
AUSMDU00010934	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00010934.fasta_mash_screen.tab
AUSMDU00008418	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00008418.fasta_mash_screen.tab
AUSMDU00015588	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00015588.fasta_mash_screen.tab
SRR6455969	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR6455969.fasta_mash_screen.tab
AUSMDU00007415	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00007415.fasta_mash_screen.tab
TEA_E9650	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	TEA_E9650.fasta_mash_screen.tab
AUSMDU00007569	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00007569.fasta_mash_screen.tab
AUSMDU00016159	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00016159.fasta_mash_screen.tab
TEA_B1077	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	TEA_B1077.fasta_mash_screen.tab
AusGEM_00272	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_00272.fasta_mash_screen.tab
AUSMDU00014655	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00014655.fasta_mash_screen.tab
SRR9924638	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR9924638.fasta_mash_screen.tab
SRR13593765	['ybgD', 'trpA', 'trpBA', 'arpA', 'trpAgpC']	['+', '-', '-', '-']	['trpAgpC']	A	SRR13593765.fasta_mash_screen.tab
TEA_BS45	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_BS45.fasta_mash_screen.tab
AusGEM_01478	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_01478.fasta_mash_screen.tab
AUSMDU00022680	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00022680.fasta_mash_screen.tab
TEA_W1_33	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_W1_33.fasta_mash_screen.tab
AusGEM_00818	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00818.fasta_mash_screen.tab
ERR5355858	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355858.fasta_mash_screen.tab
TEA_W1_69	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA']	['+', '+', '-', '-']	[]	D	TEA_W1_69.fasta_mash_screen.tab
TEA_W4_61	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	TEA_W4_61.fasta_mash_screen.tab
AusGEM_01314	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	AusGEM_01314.fasta_mash_screen.tab
AusGEM_01935	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01935.fasta_mash_screen.tab
TEA_H515	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_H515.fasta_mash_screen.tab
AusGEM_01050	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01050.fasta_mash_screen.tab
AusGEM_00198	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	AusGEM_00198.fasta_mash_screen.tab
AUSMDU00045967	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00045967.fasta_mash_screen.tab
AusGEM_01060	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AusGEM_01060.fasta_mash_screen.tab
AusGEM_01994	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01994.fasta_mash_screen.tab
ERR5355807	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355807.fasta_mash_screen.tab
SRR4241825	['trpA', 'trpBA', 'chuA']	['-', '+', '-', '-']	[]	F	SRR4241825.fasta_mash_screen.tab
AUSMDU00007449	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00007449.fasta_mash_screen.tab
AusGEM_01341	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01341.fasta_mash_screen.tab
TEA_TA052	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA']	['+', '-', '-', '+']	[]	B1	TEA_TA052.fasta_mash_screen.tab
AUSMDU00021208	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00021208.fasta_mash_screen.tab
AUSMDU00008433	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00008433.fasta_mash_screen.tab
TEA_E2048	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E2048.fasta_mash_screen.tab
AUSMDU00008204	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	AUSMDU00008204.fasta_mash_screen.tab
AUSMDU00051101	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00051101.fasta_mash_screen.tab
AusGEM_00889	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00889.fasta_mash_screen.tab
AusGEM_01319	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01319.fasta_mash_screen.tab
AusGEM_00117	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00117.fasta_mash_screen.tab
SRR14160825	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	SRR14160825.fasta_mash_screen.tab
TEA_E2851	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_E2851.fasta_mash_screen.tab
AusGEM_01131	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'trpAgpC']	['-', '+', '-', '+']	['trpAgpC']	B2	AusGEM_01131.fasta_mash_screen.tab
SRR9924636	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	SRR9924636.fasta_mash_screen.tab
AUSMDU00014656	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00014656.fasta_mash_screen.tab
AusGEM_01535	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01535.fasta_mash_screen.tab
SRR6456032	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR6456032.fasta_mash_screen.tab
AUSMDU00010798	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00010798.fasta_mash_screen.tab
SRR7724706	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	SRR7724706.fasta_mash_screen.tab
TEA_E2035	['ybgD', 'trpA', 'trpBA', 'arpA', 'trpAgpC']	['+', '-', '-', '-']	['trpAgpC']	A	TEA_E2035.fasta_mash_screen.tab
ERR4254572	['trpA', 'trpBA', 'yjaA', 'arpA', 'ArpAgpE', 'aesI']	['+', '-', '+', '-']	['aesI', 'ArpAgpE']	cladeI	ERR4254572.fasta_mash_screen.tab
TEA_E7412	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	TEA_E7412.fasta_mash_screen.tab
ERR5355923	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355923.fasta_mash_screen.tab
AUSMDU00015681	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00015681.fasta_mash_screen.tab
AUSMDU00008540	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00008540.fasta_mash_screen.tab
AusGEM_01443	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01443.fasta_mash_screen.tab
TEA_W3_63	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA']	['+', '+', '-', '-']	[]	D	TEA_W3_63.fasta_mash_screen.tab
AusGEM_01824	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AusGEM_01824.fasta_mash_screen.tab
AUSMDU00014347	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	AUSMDU00014347.fasta_mash_screen.tab
AUSMDU00038329	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00038329.fasta_mash_screen.tab
AusGEM_01873	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_01873.fasta_mash_screen.tab
SRR11947109	['trpBA', 'chuA', 'aesI']	['-', '+', '-', '-']	['aesI']	F	SRR11947109.fasta_mash_screen.tab
AUSMDU00027696	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00027696.fasta_mash_screen.tab
AUSMDU00055418	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	AUSMDU00055418.fasta_mash_screen.tab
AUSMDU00044651	['trpBA', 'chuA', 'aesI']	['-', '+', '-', '-']	['aesI']	F	AUSMDU00044651.fasta_mash_screen.tab
ERR5355902	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA', 'trpAgpC']	['+', '-', '+', '-']	['trpAgpC']	C	ERR5355902.fasta_mash_screen.tab
AusGEM_01272	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01272.fasta_mash_screen.tab
AusGEM_01874	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_01874.fasta_mash_screen.tab
TEA_TA089	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	TEA_TA089.fasta_mash_screen.tab
TEA_TA317	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_TA317.fasta_mash_screen.tab
AUSMDU00040302	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00040302.fasta_mash_screen.tab
SRR5512220	['ybgD', 'trpA', 'trpBA', 'chuA', 'arpA', 'trpAgpC']	['+', '+', '-', '-']	['trpAgpC']	D	SRR5512220.fasta_mash_screen.tab
AusGEM_00316	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00316.fasta_mash_screen.tab
TEA_H1513189	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_H1513189.fasta_mash_screen.tab
TEA_52_2_Ti10	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_52_2_Ti10.fasta_mash_screen.tab
AusGEM_00630	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00630.fasta_mash_screen.tab
AUSMDU00065381	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00065381.fasta_mash_screen.tab
AusGEM_01567	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01567.fasta_mash_screen.tab
AUSMDU00055337	['trpA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	AUSMDU00055337.fasta_mash_screen.tab
AusGEM_01917	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '-', '-', '+']	['ArpAgpE']	B1	AusGEM_01917.fasta_mash_screen.tab
AusGEM_00381	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00381.fasta_mash_screen.tab
AusGEM_01885	['ybgD', 'trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	G	AusGEM_01885.fasta_mash_screen.tab
SRR7724617	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	SRR7724617.fasta_mash_screen.tab
TEA_C1_101	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	TEA_C1_101.fasta_mash_screen.tab
AUSMDU00020287	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00020287.fasta_mash_screen.tab
AUSMDU00011358	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AUSMDU00011358.fasta_mash_screen.tab
SRR7724647	['trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	SRR7724647.fasta_mash_screen.tab
SRR7912408	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7912408.fasta_mash_screen.tab
AusGEM_00429	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00429.fasta_mash_screen.tab
AusGEM_01165	['trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	AusGEM_01165.fasta_mash_screen.tab
AusGEM_01830	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	AusGEM_01830.fasta_mash_screen.tab
TEA_A1_25	['ybgD', 'trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	TEA_A1_25.fasta_mash_screen.tab
AUSMDU00008013	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00008013.fasta_mash_screen.tab
AUSMDU00007567	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AUSMDU00007567.fasta_mash_screen.tab
AusGEM_00151	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_00151.fasta_mash_screen.tab
AUSMDU00034620	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AUSMDU00034620.fasta_mash_screen.tab
AusGEM_01239	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01239.fasta_mash_screen.tab
ERR5355865	['trpA', 'trpBA', 'chuA', 'trpAgpC']	['-', '+', '-', '-']	['trpAgpC']	F	ERR5355865.fasta_mash_screen.tab
AUSMDU00070159	['trpA', 'trpBA', 'chuA', 'arpA', 'ArpAgpE', 'trpAgpC']	['+', '+', '-', '-']	['ArpAgpE', 'trpAgpC']	E	AUSMDU00070159.fasta_mash_screen.tab
ERR5355812	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	ERR5355812.fasta_mash_screen.tab
AusGEM_00030	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00030.fasta_mash_screen.tab
ERR5355692	['ybgD', 'trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '+', '-', '+']	['trpAgpC']	D	ERR5355692.fasta_mash_screen.tab
TEA_C1_46	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_C1_46.fasta_mash_screen.tab
AusGEM_01219	['trpBA', 'chuA', 'yjaA', 'trpAgpC']	['-', '+', '+', '-']	['trpAgpC']	B2	AusGEM_01219.fasta_mash_screen.tab
AusGEM_01996	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01996.fasta_mash_screen.tab
SRR7469846	['trpA', 'trpBA', 'chuA', 'TspE4.C2', 'arpA', 'ArpAgpE']	['+', '+', '-', '+']	['ArpAgpE']	E	SRR7469846.fasta_mash_screen.tab
AusGEM_01148	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_01148.fasta_mash_screen.tab
TEA_W3_2	['ybgD', 'trpA', 'trpBA', 'arpA']	['+', '-', '-', '-']	[]	A	TEA_W3_2.fasta_mash_screen.tab
SRR7828713	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7828713.fasta_mash_screen.tab
AusGEM_00581	['ybgD', 'trpA', 'trpBA', 'arpA', 'trpAgpC']	['+', '-', '-', '-']	['trpAgpC']	A	AusGEM_00581.fasta_mash_screen.tab
AusGEM_01689	['trpA', 'trpBA', 'yjaA', 'arpA']	['+', '-', '+', '-']	[]	A	AusGEM_01689.fasta_mash_screen.tab
SRR7758856	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	SRR7758856.fasta_mash_screen.tab
TEA_B351	['trpA', 'trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	TEA_B351.fasta_mash_screen.tab
TEA_242_3_Brisbane	['ybgD', 'trpA', 'trpBA', 'TspE4.C2', 'arpA', 'trpAgpC']	['+', '-', '-', '+']	['trpAgpC']	B1	TEA_242_3_Brisbane.fasta_mash_screen.tab
AusGEM_00565	['trpBA', 'chuA', 'yjaA', 'TspE4.C2', 'trpAgpC']	['-', '+', '+', '+']	['trpAgpC']	B2	AusGEM_00565.fasta_mash_screen.tab
